,Rooms,Residential complex,City,District,Address,Apartment area,Price,Price/m2,Year,Commissioned/not commissioned,Housing class,Material
601,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.45 м²,22 828 800,384 000,2025,Не сдан,Эконом, 
602,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,20 623 120,392 000,2025,Не сдан,Эконом, 
603,2-комнатной,AruPark,г. Астана,Есильский район 18, ,61.03 м²,23 374 490,383 000,2025,Не сдан,Эконом, 
604,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,17 015 600,412 000,2025,Не сдан,Эконом, 
605,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.45 м²,22 828 800,384 000,2025,Не сдан,Эконом, 
606,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,20 623 120,392 000,2025,Не сдан,Эконом, 
607,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,17 015 600,412 000,2025,Не сдан,Эконом, 
608,2-комнатной,AruPark,г. Астана,Есильский район 18, ,62.97 м²,23 928 600,380 000,2025,Не сдан,Эконом, 
609,3-комнатной,AruPark,г. Астана,Есильский район 18, ,81.78 м²,28 295 880,346 000,2025,Не сдан,Эконом, 
610,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,19 833 970,377 000,2025,Не сдан,Эконом, 
611,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,19 833 970,377 000,2025,Не сдан,Эконом, 
612,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,20 623 120,392 000,2025,Не сдан,Эконом, 
613,3-комнатной,AruPark,г. Астана,Есильский район 18, ,85.12 м²,29 451 520,346 000,2025,Не сдан,Эконом, 
614,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.38 м²,29 617 380,351 000,2025,Не сдан,Эконом, 
615,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,36 186 150,429 000,2025,Не сдан,Эконом, 
616,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.58 м²,20 611 360,392 000,2025,Не сдан,Эконом, 
617,1-комнатной,AQJUREK,г. Астана,ул. Улы дала, ,34.33 м²,20 254 700,590 000,2025,Не сдан,Эконом, 
618,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,66.62 м²,38 439 740,577 000,2026,Не сдан,Комфорт,Монолитные
619,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,67.21 м²,39 250 640,584 000,2026,Не сдан,Комфорт,Монолитные
620,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.36 м²,23 773 440,604 000,2026,Не сдан,Комфорт,Монолитные
621,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.11 м²,23 622 440,604 000,2026,Не сдан,Комфорт,Монолитные
622,4-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,122.38 м²,80 526 040,658 000,2026,Не сдан,Комфорт,Монолитные
623,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,88.21 м²,54 601 990,619 000,2026,Не сдан,Комфорт,Монолитные
624,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.55 м²,36 269 450,599 000,2026,Не сдан,Комфорт,Монолитные
625,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.97 м²,23 537 880,604 000,2026,Не сдан,Комфорт,Монолитные
626,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.89 м²,26 600 760,684 000,2026,Не сдан,Комфорт,Монолитные
627,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.55 м²,36 269 450,599 000,2026,Не сдан,Комфорт,Монолитные
628,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,81.83 м²,47 052 250,575 000,2026,Не сдан,Комфорт,Монолитные
629,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.89 м²,23 489 560,604 000,2026,Не сдан,Комфорт,Монолитные
630,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.89 м²,23 489 560,604 000,2026,Не сдан,Комфорт,Монолитные
631,4-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,121.76 м²,79 387 520,652 000,2026,Не сдан,Комфорт,Монолитные
632,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.55 м²,35 966 700,594 000,2026,Не сдан,Комфорт,Монолитные
633,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.89 м²,23 295 110,599 000,2026,Не сдан,Комфорт,Монолитные
634,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,88.21 м²,57 777 550,655 000,2026,Не сдан,Комфорт,Монолитные
635,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.55 м²,35 966 700,594 000,2026,Не сдан,Комфорт,Монолитные
636,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.97 м²,26 460 630,679 000,2026,Не сдан,Комфорт,Монолитные
637,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.89 м²,23 295 110,599 000,2026,Не сдан,Комфорт,Монолитные
638,4-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,121.76 м²,73 421 280,603 000,2026,Не сдан,Комфорт,Монолитные
639,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,88.21 м²,50 720 750,575 000,2026,Не сдан,Комфорт,Монолитные
640,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.55 м²,35 966 700,594 000,2026,Не сдан,Комфорт,Монолитные
641,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.97 м²,23 343 030,599 000,2026,Не сдан,Комфорт,Монолитные
642,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.89 м²,23 295 110,599 000,2026,Не сдан,Комфорт,Монолитные
643,4-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,121.76 м²,83 162 080,683 000,2026,Не сдан,Комфорт,Монолитные
644,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,88.21 м²,50 720 750,575 000,2026,Не сдан,Комфорт,Монолитные
645,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.97 м²,23 343 030,599 000,2026,Не сдан,Комфорт,Монолитные
646,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.89 м²,26 406 310,679 000,2026,Не сдан,Комфорт,Монолитные
647,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,88.21 м²,50 720 750,575 000,2026,Не сдан,Комфорт,Монолитные
648,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.55 м²,35 966 700,594 000,2026,Не сдан,Комфорт,Монолитные
649,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.97 м²,23 343 030,599 000,2026,Не сдан,Комфорт,Монолитные
650,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,88.21 м²,50 720 750,575 000,2026,Не сдан,Комфорт,Монолитные
651,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.55 м²,35 966 700,594 000,2026,Не сдан,Комфорт,Монолитные
652,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.97 м²,23 343 030,599 000,2026,Не сдан,Комфорт,Монолитные
653,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.89 м²,23 295 110,599 000,2026,Не сдан,Комфорт,Монолитные
654,4-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,121.76 м²,72 812 480,598 000,2026,Не сдан,Комфорт,Монолитные
655,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,88.21 м²,50 015 070,567 000,2026,Не сдан,Комфорт,Монолитные
656,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.55 м²,35 179 550,581 000,2026,Не сдан,Комфорт,Монолитные
657,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.97 м²,22 836 420,586 000,2026,Не сдан,Комфорт,Монолитные
658,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.89 м²,22 789 540,586 000,2026,Не сдан,Комфорт,Монолитные
659,4-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,121.76 м²,71 838 400,590 000,2026,Не сдан,Комфорт,Монолитные
660,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,88.11 м²,54 187 650,615 000,2026,Не сдан,Комфорт,Монолитные
661,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,81.83 м²,53 598 650,655 000,2026,Не сдан,Комфорт,Монолитные
662,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,49.04 м²,28 639 360,584 000,2026,Не сдан,Комфорт,Монолитные
663,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.82 м²,35 458 060,583 000,2026,Не сдан,Комфорт,Монолитные
664,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,81.83 м²,47 052 250,575 000,2026,Не сдан,Комфорт,Монолитные
665,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,49.04 м²,31 826 960,649 000,2026,Не сдан,Комфорт,Монолитные
666,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.31 м²,22 957 040,584 000,2026,Не сдан,Комфорт,Монолитные
667,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.82 м²,35 762 160,588 000,2026,Не сдан,Комфорт,Монолитные
668,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,88.83 м²,47 790 540,538 000,2026,Не сдан,Комфорт,Монолитные
669,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,81.83 м²,46 643 100,570 000,2026,Не сдан,Комфорт,Монолитные
670,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.31 м²,22 367 390,569 000,2026,Не сдан,Комфорт,Монолитные
671,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.82 м²,40 141 200,660 000,2026,Не сдан,Комфорт,Монолитные
672,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,81.83 м²,46 643 100,570 000,2026,Не сдан,Комфорт,Монолитные
673,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.31 м²,25 905 290,659 000,2026,Не сдан,Комфорт,Монолитные
674,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.82 м²,35 458 060,583 000,2026,Не сдан,Комфорт,Монолитные
675,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.82 м²,35 458 060,583 000,2026,Не сдан,Комфорт,Монолитные
676,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,82.42 м²,51 347 660,623 000,2026,Не сдан,Комфорт,Монолитные
677,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,88.11 м²,50 487 030,573 000,2026,Не сдан,Комфорт,Монолитные
678,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,81.83 м²,45 988 460,562 000,2026,Не сдан,Комфорт,Монолитные
679,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,49.04 м²,27 756 640,566 000,2026,Не сдан,Комфорт,Монолитные
680,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.31 м²,22 249 460,566 000,2026,Не сдан,Комфорт,Монолитные
681,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,60.82 м²,34 667 400,570 000,2026,Не сдан,Комфорт,Монолитные
682,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,88.11 м²,49 782 150,565 000,2026,Не сдан,Комфорт,Монолитные
683,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.77 м²,22 350 740,562 000,2026,Не сдан,Комфорт,Монолитные
684,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.88 м²,22 213 160,557 000,2026,Не сдан,Комфорт,Монолитные
685,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.88 м²,22 412 560,562 000,2026,Не сдан,Комфорт,Монолитные
686,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,81.58 м²,43 074 240,528 000,2026,Не сдан,Комфорт,Монолитные
687,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,67.21 м²,39 250 640,584 000,2026,Не сдан,Комфорт,Монолитные
688,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.1 м²,23 342 700,597 000,2026,Не сдан,Комфорт,Монолитные
689,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.19 м²,23 396 430,597 000,2026,Не сдан,Комфорт,Монолитные
690,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.19 м²,23 396 430,597 000,2026,Не сдан,Комфорт,Монолитные
691,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,47.44 м²,28 131 920,593 000,2026,Не сдан,Комфорт,Монолитные
692,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,67.21 м²,43 081 610,641 000,2026,Не сдан,Комфорт,Монолитные
693,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,63.76 м²,37 427 120,587 000,2026,Не сдан,Комфорт,Монолитные
694,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.31 м²,23 153 590,589 000,2026,Не сдан,Комфорт,Монолитные
695,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.1 м²,23 342 700,597 000,2026,Не сдан,Комфорт,Монолитные
696,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.19 м²,23 396 430,597 000,2026,Не сдан,Комфорт,Монолитные
697,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,63.76 м²,37 427 120,587 000,2026,Не сдан,Комфорт,Монолитные
698,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.19 м²,26 531 630,677 000,2026,Не сдан,Комфорт,Монолитные
699,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,47.44 м²,31 357 840,661 000,2026,Не сдан,Комфорт,Монолитные
700,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,77.05 м²,42 223 400,548 000,2026,Не сдан,Комфорт,Монолитные
701,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.19 м²,23 396 430,597 000,2026,Не сдан,Комфорт,Монолитные
702,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.1 м²,23 342 700,597 000,2026,Не сдан,Комфорт,Монолитные
703,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,61.01 м²,36 361 960,596 000,2026,Не сдан,Комфорт,Монолитные
704,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,63.76 м²,41 507 760,651 000,2026,Не сдан,Комфорт,Монолитные
705,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,47.44 м²,27 894 720,588 000,2026,Не сдан,Комфорт,Монолитные
706,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,77.05 м²,42 608 650,553 000,2026,Не сдан,Комфорт,Монолитные
707,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.19 м²,26 531 630,677 000,2026,Не сдан,Комфорт,Монолитные
708,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.9 м²,23 223 300,597 000,2026,Не сдан,Комфорт,Монолитные
709,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,23 271 060,597 000,2026,Не сдан,Комфорт,Монолитные
710,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,23 271 060,597 000,2026,Не сдан,Комфорт,Монолитные
711,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,66.62 м²,42 703 420,641 000,2026,Не сдан,Комфорт,Монолитные
712,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,76.82 м²,48 627 060,633 000,2026,Не сдан,Комфорт,Монолитные
713,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,63.38 м²,37 204 060,587 000,2026,Не сдан,Комфорт,Монолитные
714,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,46.89 м²,27 993 330,597 000,2026,Не сдан,Комфорт,Монолитные
715,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,64.37 м²,35 339 130,549 000,2026,Не сдан,Комфорт,Монолитные
716,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,88.29 м²,54 739 800,620 000,2026,Не сдан,Комфорт,Монолитные
717,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.9 м²,23 223 300,597 000,2026,Не сдан,Комфорт,Монолитные
718,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,23 271 060,597 000,2026,Не сдан,Комфорт,Монолитные
719,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,23 271 060,597 000,2026,Не сдан,Комфорт,Монолитные
720,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,63.38 м²,37 204 060,587 000,2026,Не сдан,Комфорт,Монолитные
721,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,46.89 м²,30 994 290,661 000,2026,Не сдан,Комфорт,Монолитные
722,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,76.82 м²,42 481 460,553 000,2026,Не сдан,Комфорт,Монолитные
723,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.9 м²,26 024 100,669 000,2026,Не сдан,Комфорт,Монолитные
724,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,23 076 160,592 000,2026,Не сдан,Комфорт,Монолитные
725,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,82.42 м²,47 803 600,580 000,2026,Не сдан,Комфорт,Монолитные
726,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,23 076 160,592 000,2026,Не сдан,Комфорт,Монолитные
727,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,63.38 м²,40 943 480,646 000,2026,Не сдан,Комфорт,Монолитные
728,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,76.82 м²,42 097 360,548 000,2026,Не сдан,Комфорт,Монолитные
729,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,66.62 м²,42 037 220,631 000,2026,Не сдан,Комфорт,Монолитные
730,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.9 м²,23 028 800,592 000,2026,Не сдан,Комфорт,Монолитные
731,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,23 076 160,592 000,2026,Не сдан,Комфорт,Монолитные
732,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,23 076 160,592 000,2026,Не сдан,Комфорт,Монолитные
733,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,63.38 м²,36 887 160,582 000,2026,Не сдан,Комфорт,Монолитные
734,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,49.4 м²,32 258 200,653 000,2026,Не сдан,Комфорт,Монолитные
735,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,76.82 м²,48 242 960,628 000,2026,Не сдан,Комфорт,Монолитные
736,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.9 м²,23 028 800,592 000,2026,Не сдан,Комфорт,Монолитные
737,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,23 076 160,592 000,2026,Не сдан,Комфорт,Монолитные
738,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,23 076 160,592 000,2026,Не сдан,Комфорт,Монолитные
739,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,63.38 м²,36 887 160,582 000,2026,Не сдан,Комфорт,Монолитные
740,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,46.89 м²,30 759 840,656 000,2026,Не сдан,Комфорт,Монолитные
741,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,76.82 м²,42 097 360,548 000,2026,Не сдан,Комфорт,Монолитные
742,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,66.62 м²,44 102 440,662 000,2026,Не сдан,Комфорт,Монолитные
743,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.9 м²,23 028 800,592 000,2026,Не сдан,Комфорт,Монолитные
744,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,23 076 160,592 000,2026,Не сдан,Комфорт,Монолитные
745,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,23 076 160,592 000,2026,Не сдан,Комфорт,Монолитные
746,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,63.38 м²,41 957 560,662 000,2026,Не сдан,Комфорт,Монолитные
747,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,76.82 м²,42 097 360,548 000,2026,Не сдан,Комфорт,Монолитные
748,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.9 м²,25 946 300,667 000,2026,Не сдан,Комфорт,Монолитные
749,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,22 881 260,587 000,2026,Не сдан,Комфорт,Монолитные
750,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,22 881 260,587 000,2026,Не сдан,Комфорт,Монолитные
751,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,63.38 м²,36 570 260,577 000,2026,Не сдан,Комфорт,Монолитные
752,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,46.89 м²,31 275 630,667 000,2026,Не сдан,Комфорт,Монолитные
753,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,76.82 м²,41 713 260,543 000,2026,Не сдан,Комфорт,Монолитные
754,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,66.62 м²,38 439 740,577 000,2026,Не сдан,Комфорт,Монолитные
755,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.9 м²,22 834 300,587 000,2026,Не сдан,Комфорт,Монолитные
756,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,22 881 260,587 000,2026,Не сдан,Комфорт,Монолитные
757,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,22 881 260,587 000,2026,Не сдан,Комфорт,Монолитные
758,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,63.38 м²,36 570 260,577 000,2026,Не сдан,Комфорт,Монолитные
759,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,76.82 м²,41 713 260,543 000,2026,Не сдан,Комфорт,Монолитные
760,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,66.62 м²,37 573 680,564 000,2026,Не сдан,Комфорт,Монолитные
761,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.9 м²,22 328 600,574 000,2026,Не сдан,Комфорт,Монолитные
762,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,22 374 520,574 000,2026,Не сдан,Комфорт,Монолитные
763,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,38.98 м²,22 374 520,574 000,2026,Не сдан,Комфорт,Монолитные
764,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,63.38 м²,35 746 320,564 000,2026,Не сдан,Комфорт,Монолитные
765,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,76.82 м²,40 714 600,530 000,2026,Не сдан,Комфорт,Монолитные
766,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,82.42 м²,51 347 660,623 000,2026,Не сдан,Комфорт,Монолитные
767,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.31 м²,26 259 080,668 000,2026,Не сдан,Комфорт,Монолитные
768,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,49.88 м²,27 633 520,554 000,2026,Не сдан,Комфорт,Монолитные
769,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,88.29 м²,51 473 070,583 000,2026,Не сдан,Комфорт,Монолитные
770,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,81.83 м²,47 461 400,580 000,2026,Не сдан,Комфорт,Монолитные
771,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,49.04 м²,32 023 120,653 000,2026,Не сдан,Комфорт,Монолитные
772,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,81.92 м²,43 581 440,532 000,2026,Не сдан,Комфорт,Монолитные
773,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.88 м²,21 694 720,544 000,2026,Не сдан,Комфорт,Монолитные
774,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.88 м²,21 495 320,539 000,2026,Не сдан,Комфорт,Монолитные
775,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.77 м²,21 436 030,539 000,2026,Не сдан,Комфорт,Монолитные
776,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,67.91 м²,36 603 490,539 000,2026,Не сдан,Комфорт,Монолитные
777,3-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,72.26 м²,38 875 880,538 000,2026,Не сдан,Комфорт,Монолитные
778,2-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,63.76 м²,38 192 240,599 000,2026,Не сдан,Комфорт,Монолитные
779,1-комнатной,Capital Park. Emotions,г. Астана, ,ул. Бухар жырау 33,39.19 м²,22 691 010,579 000,2026,Не сдан,Комфорт,Монолитные
